LeadMaleLat,LeadMaleLong,LeadFemaleLat,LeadFemaleLong,TurtleLat,TurtleLong,LeadWheelchairMaleLat,LeadWheelchairMaleLong,LeadWheelchairFemaleLat,LeadWheelchairFemaleLong,FinalWheelchairLat,FinalWheelchairLong,pace350Lat,pace350Long,pace355Lat,pace355Long,pace425Lat,pace425Long,pace430Lat,pace430Long,pace500Lat,pace500Long,pace510Lat,pace510Long
41.873946,-87.619517,41.873998,-87.619546,41.873978,-87.619463,41.873963,-87.61945,41.874009,-87.619504,41.873886,-87.619459,41.874529,-87.620443,41.874828,-87.620497,41.874003,-87.619441,41.874037,-87.619467,41.87402,-87.619462,41.874026,-87.619478,
