raceMinute,started,atMile0,atMile1,atMile2,atMile3,atMile4,atMile5,atMile6,atMile7,atMile8,atMile9,atMile10,atMile11,atMile12,atMile13,atMile14,atMile15,atMile16,atMile17,atMile18,atMile19,atMile20,atMile21,atMile22,atMile23,atMile24,atMile25,atMile26,finished
372,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,120,120,360,240,1480,1480,1920,2160,2520,2720,760,26080
374,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,120,120,360,160,1240,1520,1880,2120,2600,2800,560,26480
376,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,120,440,160,1080,1520,1720,2040,2680,2680,600,26880
378,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,120,440,160,960,1560,1640,1840,2560,2880,600,27160
380,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,80,440,160,920,1600,1480,1800,2400,2960,520,27560
382,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,320,280,800,1480,1360,1800,2520,2800,680,27800
384,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,200,400,640,1560,1320,1840,2360,2600,720,28200
386,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,160,400,600,1440,1360,1880,2280,2400,840,28480
388,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,120,120,440,320,1480,1440,1880,2080,2560,560,28960
390,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,120,120,360,280,1400,1440,1840,2040,2480,520,29360
392,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,120,120,360,240,1200,1480,1800,1840,2600,640,29560
394,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,120,120,360,160,1080,1520,1640,1800,2600,640,29920
396,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,120,120,360,160,960,1560,1600,1640,2480,640,30320
398,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,120,440,160,880,1600,1440,1560,2440,600,30680
400,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,120,400,160,840,1480,1240,1800,2360,520,31000
402,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,80,440,160,720,1560,1240,1800,2240,400,31280
404,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,200,400,560,1560,1160,1920,2120,400,31520
406,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,160,400,440,1360,1440,1800,1920,640,31680
408,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,160,400,280,1400,1360,1680,1880,760,31920
410,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,120,360,240,1320,1360,1600,1840,680,32320
412,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,120,360,160,1160,1440,1600,1720,600,32680
414,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,120,120,360,160,1000,1560,1440,1680,520,33000
416,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,120,120,360,160,920,1600,1320,1600,480,33280
418,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,120,120,360,160,840,1520,1200,1760,360,33520
420,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,120,400,160,800,1480,1240,1800,160,33760
422,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,120,400,160,640,1560,1080,1840,240,33880
424,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,80,320,280,560,1360,1280,1720,400,33920
426,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,200,360,400,1320,1320,1680,440,34120
428,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,160,400,280,1240,1360,1520,560,34320
430,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,160,360,200,1160,1440,1520,440,34560
432,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,120,360,200,1000,1560,1440,280,34880
434,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,120,360,160,1000,1520,1320,360,35000
436,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,120,360,160,920,1480,1200,440,35160
438,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,120,360,160,800,1480,1240,400,35280
440,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,120,360,120,800,1480,1040,360,35560
442,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,120,40,400,160,640,1440,1160,360,35640
444,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,120,400,160,480,1320,1240,280,35920
446,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,80,240,320,400,1240,1320,320,36000
448,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,80,200,360,280,1160,1400,240,36200
450,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,160,400,200,1080,1480,200,36320
452,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,160,320,240,960,1560,160,36440
454,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,120,360,160,960,1560,160,36520
456,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,120,360,160,920,1440,240,36600
458,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,120,360,160,800,1480,280,36640
460,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,120,360,120,800,1480,160,36800
462,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,120,360,120,640,1400,280,36920
464,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,120,320,160,520,1280,480,36960
466,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,40,400,160,440,1120,520,37160
468,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,120,200,320,280,1120,440,37440
470,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,80,200,360,200,1120,360,37600
472,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,80,160,400,160,920,360,37840
474,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,160,320,200,920,280,37960
476,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,160,320,160,920,160,38120
478,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,120,360,160,800,200,38200
480,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,120,360,120,800,160,38280
482,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,120,360,120,720,160,38360
484,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,120,360,120,600,240,38400
486,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,120,320,160,480,320,38440
488,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,80,360,120,360,320,38600
490,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,40,320,200,280,240,38760
492,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,120,200,320,200,240,38840
494,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,80,160,400,160,120,39000
496,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,80,160,320,200,80,39080
498,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,160,320,160,120,39080
500,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,120,160,320,160,40,39160
