Mile,Minute,Runners
1,0,0
1,1,0
2,0,0
2,1,0
3,0,0
3,1,0
4,0,0
4,1,0
5,0,0
5,1,0
6,0,0
6,1,0
7,0,0
7,1,0
8,0,0
8,1,0
9,0,0
9,1,0
10,0,0
10,1,0
11,0,0
11,1,0
12,0,33
12,1,0
13,0,657
13,1,200
14,0,1557
14,1,500
15,0,2194
15,1,1500
16,0,2702
16,1,3000
17,0,3122
17,1,3000
18,0,8420
18,1,7000
19,0,4182
19,1,6000
20,0,934
20,1,400
21,0,8614
21,1,6000
22,0,2366
22,1,4000
23,0,1981
23,1,3000
24,0,1839
24,1,2000
25,0,1945
25,1,1000
26,0,1921
26,1,2000
